Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2020-05-24,"Scenic Highway",5.8,,https://www.mountainproject.com/route/108753509/scenic-highway,1,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Upper Buckhorn > Scenic Byway Wall",2.0,-1,Lead,Onsight,Trad,,75,2100
2020-05-24,"Scenic Byway",5.10a,"such a great route! yes pitches 1 and 2 are higher quality but I thought pitches 3 and 4 were so fun and so cool to top out. gear on the start of p4 was tricky, should have brought some nuts. ",https://www.mountainproject.com/route/108187660/scenic-byway,4,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Upper Buckhorn > Scenic Byway Wall",3.2,4,Lead,Onsight,Trad,,400,2600
2020-05-19,"Right Facing Corner",5.9,,https://www.mountainproject.com/route/117932967/right-facing-corner,1,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Lower Buckhorn > Vertical Smile Wall",2.3,-1,Lead,Onsight,Trad,,,2400
2020-05-09,"Valentine Crack",5.8,"just did p1 and uh....yeaaaaa it could use a lot of cleaning on the face haha. left some cord with a rap ring on the horn and bailed. ",https://www.mountainproject.com/route/105741464/valentine-crack,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Dragon Arch",1.5,-1,Lead,,Trad,,250,2100
2020-05-03,Sputnik,5.10a,,https://www.mountainproject.com/route/110985468/sputnik,1,"Utah > West Desert > White Rocks > Lunar Wall",2.6,-1,Lead,Onsight,Sport,,65,2600
2020-05-03,"Pocket Rocket",5.10c,,https://www.mountainproject.com/route/110067913/pocket-rocket,1,"Utah > West Desert > White Rocks > Lunar Wall",2.1,-1,Lead,Onsight,Sport,,60,3200
2020-05-02,"Dumpster Diver",5.7,,https://www.mountainproject.com/route/109766878/dumpster-diver,2,"Utah > West Desert > White Rocks > Three Dame Crack Area",2.0,-1,Lead,Onsight,Trad,,380,1800
2020-05-02,"African Gypsy",5.7,"swapped leads with Amy",https://www.mountainproject.com/route/109690863/african-gypsy,3,"Utah > West Desert > White Rocks > African Gypsy",2.4,-1,Lead,Onsight,Sport,,250,1800
2020-05-01,"Barbarian Horde",5.10a,,https://www.mountainproject.com/route/109766716/barbarian-horde,1,"Utah > West Desert > White Rocks > Cool Aid Gully",2.5,-1,Lead,Onsight,Sport,,80,2600
2020-05-01,Delirious,5.8+,,https://www.mountainproject.com/route/109766669/delirious,1,"Utah > West Desert > White Rocks > Cool Aid Gully",2.0,-1,Lead,Onsight,Sport,,100,2200
2020-05-01,"Hey Cool Aid",5.8,,https://www.mountainproject.com/route/109766647/hey-cool-aid,1,"Utah > West Desert > White Rocks > Cool Aid Gully",1.8,-1,Lead,Onsight,Sport,,80,2100
2020-05-01,"St. Franzis",5.7,,https://www.mountainproject.com/route/109766618/st-franzis,1,"Utah > West Desert > White Rocks > Cool Aid Gully",1.5,-1,Lead,Onsight,"Sport, TR",,80,1800
2019-11-10,"Move it or Lose it",5.11a/b,,https://www.mountainproject.com/route/106917960/move-it-or-lose-it,1,"New Hampshire > WM: North Conway > Humphrey's Ledge > 3. Dedication Area",2.9,-1,Lead,Fell/Hung,Sport,,50,4800
2019-11-10,Cakewalk,5.7,,https://www.mountainproject.com/route/109086365/cakewalk,3,"New Hampshire > WM: North Conway > Humphrey's Ledge > 2. The Cakewalk Area",2.3,-1,Lead,Flash,Trad,,200,1800
2019-11-09,Inferno,5.8,,https://www.mountainproject.com/route/105971326/inferno,2,"New Hampshire > *Whitehorse Ledge > 2. South Buttress > Inferno - Atlantis Area",3.5,-1,Lead,Flash,Trad,,380,2100
2019-11-09,"Hotter Than Hell",5.9,,https://www.mountainproject.com/route/105989922/hotter-than-hell,1,"New Hampshire > *Whitehorse Ledge > 2. South Buttress > Inferno - Atlantis Area",3.2,-1,Lead,Flash,Trad,,,2400
2019-11-03,Antline,5.10a,"top of p1 of intimidation up antline&#39;s second pitch to the perfect splitter crack not chimney",https://www.mountainproject.com/route/106015972/antline,1,"New Hampshire > *Cathedral Ledge > The Central Wall",3.1,-1,Lead,Onsight,Trad,,,2600
2019-11-03,Intimidation,"5.10b R","Used the nut trick, aided the crux then lowered back down to try the move...insecure. Sent the rest.",https://www.mountainproject.com/route/105946991/intimidation,1,"New Hampshire > *Cathedral Ledge > The Central Wall",3.4,-1,Lead,Fell/Hung,Trad,,400,2900
2019-11-03,"The Slot",5.10b,,https://www.mountainproject.com/route/105913324/the-slot,1,"New Hampshire > *Cathedral Ledge > The North End",3.4,-1,Lead,Onsight,Trad,,90,2900
2019-10-26,"Bonnie and Clyde",5.8+,,https://www.mountainproject.com/route/106884452/bonnie-and-clyde,1,"New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left)",1.9,-1,TR,,Sport,,50,2200
2019-10-26,"The Anchovy Caper",5.8,,https://www.mountainproject.com/route/106148899/the-anchovy-caper,1,"New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left)",2.0,-1,Lead,Onsight,Sport,,,2100
2019-10-26,"Peanut Man",5.12a,"1 hung it",https://www.mountainproject.com/route/105874232/peanut-man,1,"New Hampshire > *Rumney > Main Cliff",3.4,-1,Lead,Fell/Hung,Sport,,75,6600
2019-10-26,"Peanut Man",5.12a,,https://www.mountainproject.com/route/105874232/peanut-man,1,"New Hampshire > *Rumney > Main Cliff",3.4,-1,Lead,Fell/Hung,Sport,,75,6600
2019-10-26,"No Money Down",5.10c,"I've def climbed this before",https://www.mountainproject.com/route/105908656/no-money-down,1,"New Hampshire > *Rumney > The Meadows > No Money Down (Left)",2.6,3,Lead,Flash,Sport,,,3200
2019-10-26,"Easy Terms",5.8,,https://www.mountainproject.com/route/105923640/easy-terms,1,"New Hampshire > *Rumney > The Meadows > No Money Down (Left)",2.0,-1,Lead,,Sport,,45,2100
2019-10-26,"Truth in Advertising",5.7+,,https://www.mountainproject.com/route/105923587/truth-in-advertising,1,"New Hampshire > *Rumney > The Meadows > No Money Down (Left)",1.9,-1,Lead,Onsight,Sport,,45,1900
2019-10-20,"Weevil Knievil",5.12a,hurray!,https://www.mountainproject.com/route/106029102/weevil-knievil,1,"New Hampshire > *Rumney > New Wave",2.7,-1,Lead,Redpoint,Sport,,60,6600
2019-10-20,"Weevil Knievil",5.12a,"fell off the last hold!",https://www.mountainproject.com/route/106029102/weevil-knievil,1,"New Hampshire > *Rumney > New Wave",2.7,-1,Lead,Fell/Hung,Sport,,60,6600
2019-10-20,"Black Dog Crack",5.10b,,https://www.mountainproject.com/route/106003101/black-dog-crack,1,"New Hampshire > *Rumney > New Wave",2.4,-1,Lead,Redpoint,Sport,,,2900
2019-10-20,"Vallee Daze",5.12a,,https://www.mountainproject.com/route/106195388/vallee-daze,1,"New Hampshire > *Rumney > New Wave",3.0,-1,Lead,Redpoint,Sport,,75,6600
2019-10-20,"Ten of Spades",5.10c,,https://www.mountainproject.com/route/105968891/ten-of-spades,1,"New Hampshire > *Rumney > New Wave",2.7,-1,Lead,Flash,Sport,,,3200
2019-10-20,"Bullwinkle Goes Ballistic",5.10a,,https://www.mountainproject.com/route/106009353/bullwinkle-goes-ballistic,1,"New Hampshire > *Rumney > Below the New Wave",1.9,2,Lead,Onsight,Sport,,,2600
2019-10-19,"Holderness Arete",5.10b,,https://www.mountainproject.com/route/105962956/holderness-arete,1,"New Hampshire > *Rumney > The Meadows > Holderness Corner",2.5,-1,Lead,Flash,Sport,,,2900
2019-10-19,"Flesh For Lulu",5.12a/b,"woof that crux...ok so go right off the ledge and get to that good crimp with the right hand, high left foot and big bump with left hand from the Gaston to the huge ticked hold. yikes",https://www.mountainproject.com/route/105908632/flesh-for-lulu,1,"New Hampshire > *Rumney > The Meadows > Holderness Corner",3.6,-1,Lead,Fell/Hung,Sport,,,6800
2019-10-19,"Vallee Daze",5.12a,"one hung it!",https://www.mountainproject.com/route/106195388/vallee-daze,1,"New Hampshire > *Rumney > New Wave",3.0,-1,Lead,Fell/Hung,Sport,,75,6600
2019-10-19,"Vallee Daze",5.12a,"took a bunch! figuring out the beta",https://www.mountainproject.com/route/106195388/vallee-daze,1,"New Hampshire > *Rumney > New Wave",3.0,-1,Lead,Fell/Hung,Sport,,75,6600
2019-10-19,"Friendship Tower",5.10b,,https://www.mountainproject.com/route/106041026/friendship-tower,1,"New Hampshire > *Rumney > Main Cliff Right",1.3,1,Lead,Flash,Sport,,,2900
2019-10-19,"Magic Daze",5.7,,https://www.mountainproject.com/route/117076813/magic-daze,1,"New Hampshire > *Rumney > Main Cliff Right",2.4,-1,Lead,Onsight,Sport,,90,1800
2019-10-18,"Screaming Yellow Zonkers Crack",5.11c,,https://www.mountainproject.com/route/106727537/screaming-yellow-zonkers-crack,1,"New Hampshire > WM: Kancamagus (Eastern) > Woodchuck Ledge > 6. The Zonkers Wall - upper level",3.8,-1,Lead,Redpoint,Trad,,90,5200
2019-10-18,"Ace of Spades",5.9+,,https://www.mountainproject.com/route/106830963/ace-of-spades,1,"New Hampshire > WM: Kancamagus (Eastern) > Woodchuck Ledge > 6. The Zonkers Wall - upper level",2.7,3,Lead,Flash,Trad,,100,2500
2019-10-18,"Chicken Delight",5.9,,https://www.mountainproject.com/route/105909580/chicken-delight,1,"New Hampshire > *Cathedral Ledge > Barber Wall",3.1,-1,Lead,Redpoint,Trad,,75,2400
2019-10-18,Nutcracker,5.10a,,https://www.mountainproject.com/route/105922177/nutcracker,1,"New Hampshire > *Cathedral Ledge > Barber Wall",3.6,-1,Lead,Onsight,Trad,,75,2600
2019-10-13,"Black Jack Crack","5.10d V2","Led on gear. red c3, .3, .4, .5, .75. So sick. ",https://www.mountainproject.com/route/105899775/black-jack-crack,1,"New Hampshire > *Rumney > *Rumney Bouldering > Black Jack Boulders > Black Jack Boulder Area > The Black Jack Boulder",3.7,4,Send,,"Trad, Boulder",,30,3500
2019-10-13,"Giant Man",5.12b/c,"Didn&#39;t finish it, fell maybe 3/4 way up the roof. gotta love permadraws :)",https://www.mountainproject.com/route/106011340/giant-man,1,"New Hampshire > *Rumney > The Hinterlands",3.9,-1,Lead,Fell/Hung,Sport,,90,7100
2019-10-13,Pussyfoot,5.9,,https://www.mountainproject.com/route/117569459/pussyfoot,1,"New Hampshire > *Rumney > The Hinterlands",2.4,-1,Lead,Flash,Sport,,75,2400
2019-10-13,"B-B-Bubbas link-up",5.10a,"very fun!",https://www.mountainproject.com/route/108999668/b-b-bubbas-link-up,1,"New Hampshire > *Rumney > The Northwest Territories",3.0,-1,Lead,Onsight,Sport,,100,2600
2019-10-13,"Stoned Temple Pilot",5.12a,"didn't quite finish it, got to the second to past draw before you get over the top bulge. not sure if theres more past that. ",https://www.mountainproject.com/route/105907577/stoned-temple-pilot,1,"New Hampshire > *Rumney > The Prudential",3.7,-1,Lead,Fell/Hung,Sport,,,6600
2019-10-12,"Peanut Man",5.12a,"former project, getting it dialed again",https://www.mountainproject.com/route/105874232/peanut-man,1,"New Hampshire > *Rumney > Main Cliff",3.4,-1,Lead,Fell/Hung,Sport,,75,6600
2019-10-12,Underdog,5.10a,,https://www.mountainproject.com/route/105877217/underdog,1,"New Hampshire > *Rumney > Main Cliff",3.4,3,Lead,Flash,Sport,,,2600
2019-10-12,Waimea,5.10d,,https://www.mountainproject.com/route/105867858/waimea,1,"New Hampshire > *Rumney > Waimea",3.6,-1,Lead,Onsight,Sport,,50,3500
2019-10-12,"The Sand People",5.8+,,https://www.mountainproject.com/route/105917400/the-sand-people,1,"New Hampshire > *Rumney > Darth Vader",2.1,-1,Lead,Flash,Sport,,,2200
2019-10-12,Luau,5.12a,"couldnt do the hard move over the mini roof! ",https://www.mountainproject.com/route/105948163/luau,1,"New Hampshire > *Rumney > Waimea",2.7,-1,Lead,Fell/Hung,Sport,,50,6600
2019-10-11,"Duet Direct",5.10+,"stoooooked so good",https://www.mountainproject.com/route/106269732/duet-direct,2,"New Hampshire > *Cannon Cliff > 2. Duet Area etc",3.9,-1,Lead,Flash,"Trad, Alpine",,200,3300
2019-10-11,Vertigo,"5.9 A0 R","that off width sure is scary! loved it",https://www.mountainproject.com/route/105888753/vertigo,3,"New Hampshire > *Cannon Cliff > 4. Moby Grape Area",3.8,-1,Lead,Onsight,"Trad, Aid, Alpine",,500,2400
2019-10-06,"Modern Times",5.8+,"mac led p1 I led p2. mac found a no hands knee bar, quite jealous cuz I got pumpedddddd",https://www.mountainproject.com/route/105799085/modern-times,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.7,-1,Lead,Onsight,Trad,,250,2200
2019-10-06,"Teeny Face",5.10a,,https://www.mountainproject.com/route/106733193/teeny-face,2,"New York > The Gunks > The Trapps > i. High E",3.6,-1,Lead,Onsight,Trad,,,2600
2019-10-05,"Erect Direction",5.10c,"Mac led p1, I broke up p2 and p3 into two pitches",https://www.mountainproject.com/route/105799041/erect-direction,3,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.7,-1,Lead,Onsight,Trad,,300,3200
2019-10-05,Absurdland,5.8+,"Macs first trad lead in a while!",https://www.mountainproject.com/route/105799190/absurdland,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.0,-1,Follow,,Trad,,100,2200
2019-10-05,V-3,5.7,,https://www.mountainproject.com/route/105799785/v-3,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Follow,,Trad,,250,1800
2019-10-03,"Commando Run",5.8,"actually quite fun! def a little dirty but its fine",https://www.mountainproject.com/route/105948669/commando-run,1,"New Hampshire > *Cathedral Ledge > Tourist Overlook",2.1,-1,Lead,Onsight,Trad,,,2100
2019-10-03,"Book of Solemnibeast (variation of Book of Solemnity)",5.10-,"so frickin sick",https://www.mountainproject.com/route/110102551/book-of-solemnibeast-variation-of-book-of-solemnity,4,"New Hampshire > *Cathedral Ledge > Barber Wall",3.3,-1,Lead,Onsight,Trad,,250,2700
2019-10-03,"Fun House",5.7,,https://www.mountainproject.com/route/105925756/fun-house,2,"New Hampshire > *Cathedral Ledge > Lower Left Wall / Ventilator Slabs",3.0,-1,Lead,,Trad,,150,1800
2019-10-02,"They Died Laughing",5.9,,https://www.mountainproject.com/route/105909672/they-died-laughing,1,"New Hampshire > *Cathedral Ledge > The North End",3.7,-1,TR,,Trad,,100,2400
2019-10-02,Recluse,5.11a,"got it clean on tr ",https://www.mountainproject.com/route/105925036/recluse,1,"New Hampshire > *Cathedral Ledge > The North End",2.9,-1,TR,,Trad,,85,4600
2019-10-02,Recluse,5.11a,"woof, tricky start! had to aid through the crux",https://www.mountainproject.com/route/105925036/recluse,1,"New Hampshire > *Cathedral Ledge > The North End",2.9,-1,Lead,Fell/Hung,Trad,,85,4600
2019-09-30,"Layton's Ascent",5.9,"tr solo",https://www.mountainproject.com/route/105909584/laytons-ascent,1,"New Hampshire > *Cathedral Ledge > Barber Wall",2.7,-1,TR,,Trad,,80,2400
2019-09-30,"Chicken Delight",5.9,"tr solo",https://www.mountainproject.com/route/105909580/chicken-delight,1,"New Hampshire > *Cathedral Ledge > Barber Wall",3.1,-1,TR,,Trad,,75,2400
2019-09-29,Riptide,5.9+,"kailey led p2 ",https://www.mountainproject.com/route/107651987/riptide,2,"New Hampshire > Lakes Region > New Durham Area  (Longstack, Devil's Den, Rines Hill, etc.) > Longstack Precipice > 3. The Big Wall",3.1,-1,Lead,Onsight,Trad,,170,2500
2019-09-29,"Coyote Rain",5.6,"followed kailey",https://www.mountainproject.com/route/107722696/coyote-rain,1,"New Hampshire > Lakes Region > New Durham Area  (Longstack, Devil's Den, Rines Hill, etc.) > Longstack Precipice > 4. Wonderland Wall",3.3,3,Follow,,Trad,,140,1600
2019-09-29,"Winter Classic",5.10a,,https://www.mountainproject.com/route/107652276/winter-classic,1,"New Hampshire > Lakes Region > New Durham Area  (Longstack, Devil's Den, Rines Hill, etc.) > Longstack Precipice > 4. Wonderland Wall",2.9,-1,Lead,Onsight,Trad,,135,2600
2019-08-26,"Moby Grape","5.8 PG13",,https://www.mountainproject.com/route/105884815/moby-grape,8,"New Hampshire > *Cannon Cliff > 4. Moby Grape Area",3.8,4,Lead,Onsight,"Trad, Alpine",,800,2100
2019-08-25,"The Prow",5.11d,"Swapped with Matt. Matt led the crux pitches, I led p1, p3, p6. Such a wild route. So good. ",https://www.mountainproject.com/route/106011864/the-prow,6,"New Hampshire > *Cathedral Ledge > The Prow Area",3.9,-1,Lead,Fell/Hung,Trad,,350,5500
2019-08-24,"The Roof  aka The Corner",5.8,,https://www.mountainproject.com/route/107225035/the-roof-aka-the-corner,1,"New Hampshire > *Cathedral Ledge > The North End",3.0,-1,Lead,Redpoint,Trad,,90,2100
2019-08-24,Diedre,5.10a,"That last pitch is so good!!",https://www.mountainproject.com/route/105938087/diedre,5,"New Hampshire > *Cathedral Ledge > The Diedre Area",3.5,-1,Lead,Onsight,Trad,,350,2600
2019-08-22,"Hymie's Last Stand aka  Karin's Route",5.10d,,https://www.mountainproject.com/route/107762220/hymies-last-stand-aka-karins-route,1,"New Hampshire > Southeast / Seacoast > Stonehouse Pond",3.0,-1,TR,,Sport,,70,3500
2019-08-22,"Hymie's Last Stand aka  Karin's Route",5.10d,,https://www.mountainproject.com/route/107762220/hymies-last-stand-aka-karins-route,1,"New Hampshire > Southeast / Seacoast > Stonehouse Pond",3.0,-1,Lead,Redpoint,Sport,,70,3500
2019-08-14,Orangahang,5.12a,"second attempt was only slightly better but did get some good beta from someone",https://www.mountainproject.com/route/105929673/orangahang,1,"New Hampshire > *Rumney > Orange Crush",3.1,-1,Lead,Fell/Hung,Sport,,60,6600
2019-08-14,Orangahang,5.12a,"made it to the 5th draw? crux? idk fun to try tho. ",https://www.mountainproject.com/route/105929673/orangahang,1,"New Hampshire > *Rumney > Orange Crush",3.1,-1,Lead,Fell/Hung,Sport,,60,6600
2019-08-14,"Black Mamba",5.11c,"much better the second time around",https://www.mountainproject.com/route/105996485/black-mamba,1,"New Hampshire > *Rumney > Orange Crush",3.5,-1,Lead,Redpoint,Sport,,60,5200
2019-08-14,"Black Mamba",5.11c,"just to the first anchors, took one fall trying to figure how to climb this thang",https://www.mountainproject.com/route/105996485/black-mamba,1,"New Hampshire > *Rumney > Orange Crush",3.5,-1,Lead,Fell/Hung,Sport,,60,5200
2019-08-14,"The Maltese Falcon",5.8,,https://www.mountainproject.com/route/107543321/the-maltese-falcon,1,"New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left)",2.3,-1,Lead,Onsight,Sport,,50,2100
2019-08-14,"Sesame Street",5.10b,,https://www.mountainproject.com/route/105959390/sesame-street,1,"New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left)",3.1,-1,Lead,Onsight,Sport,,,2900
2019-08-12,Steamroller,5.12a,"woof. Matt crushed this thing then I followed. had to ascend the rope on one fall cuz it's so traversing. quite fun tho!",https://www.mountainproject.com/route/107277598/steamroller,1,"New Hampshire > WM: Kancamagus (Eastern) > Woodchuck Ledge > 3. The Caterpillar Wall",4.0,-1,Follow,,Trad,,100,6600
2019-08-11,"Screaming Yellow Zonkers Crack",5.11c,"tried a third time and just didnt have enough juice. I think 3 falls. that crux bit really gets me. ",https://www.mountainproject.com/route/106727537/screaming-yellow-zonkers-crack,1,"New Hampshire > WM: Kancamagus (Eastern) > Woodchuck Ledge > 6. The Zonkers Wall - upper level",3.8,-1,Lead,Fell/Hung,Trad,,90,5200
2019-08-11,"Screaming Yellow Zonkers Crack",5.11c,"fell less but was way burnt from the first go Haha. gear: .75, .75?, .4, .5, .4, 3",https://www.mountainproject.com/route/106727537/screaming-yellow-zonkers-crack,1,"New Hampshire > WM: Kancamagus (Eastern) > Woodchuck Ledge > 6. The Zonkers Wall - upper level",3.8,-1,,,Trad,,90,5200
2019-08-11,"Screaming Yellow Zonkers Crack",5.11c,"fell a bunch ",https://www.mountainproject.com/route/106727537/screaming-yellow-zonkers-crack,1,"New Hampshire > WM: Kancamagus (Eastern) > Woodchuck Ledge > 6. The Zonkers Wall - upper level",3.8,-1,Lead,Fell/Hung,Trad,,90,5200
2019-08-10,"The Arete",5.8+,"swapped with mac, Beth followed",https://www.mountainproject.com/route/107652040/the-arete,2,"New Hampshire > Lakes Region > New Durham Area  (Longstack, Devil's Den, Rines Hill, etc.) > Longstack Precipice > 3. The Big Wall",3.5,-1,Lead,Flash,Trad,,55,2200
2019-08-02,Retaliation,5.9,"led rhi and Austin up it. probs better to break up the first two pitches, I linked them and the rope drag was pretty rough. ",https://www.mountainproject.com/route/105935674/retaliation,2,"New Hampshire > *Cathedral Ledge > Barber Wall",3.1,-1,Lead,Onsight,Trad,,200,2400
2019-08-02,"Fun House",5.7,"led rhi and Austin up",https://www.mountainproject.com/route/105925756/fun-house,2,"New Hampshire > *Cathedral Ledge > Lower Left Wall / Ventilator Slabs",3.0,-1,Lead,Flash,Trad,,150,1800
2019-07-14,"Bailey's Overhang",5.8,"I did place a #6 in crux but mostly just cuz I have a new one and wanted an excuse to place it, a #4 is totally sufficient!",https://www.mountainproject.com/route/105748708/baileys-overhang,1,"Colorado > Boulder > Boulder Canyon > Castle Rock",2.6,-1,Lead,Onsight,Trad,,90,2100
2019-07-13,"Direct South Ridge",5.9,"party of 3 with Amy and Dan, Dan and I swapped leads",https://www.mountainproject.com/route/105749044/direct-south-ridge,5,"Colorado > Alpine Rock > RMNP - Rock > Notchtop",3.4,-1,Lead,Onsight,"Trad, Alpine",,,2400
2019-07-10,"Satan's Corner",5.8,"linked p1 and p2, rapped",https://www.mountainproject.com/route/105740510/satans-corner,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Gate Buttress > Dihedrals Area",3.6,-1,Lead,Onsight,Trad,,100,2100
2019-07-10,"Beckey's Wall",5.7,"linked p1 and p2, rapped",https://www.mountainproject.com/route/105740507/beckeys-wall,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Gate Buttress > Beckey's Wall Area",3.3,-1,Lead,Onsight,Trad,,160,1800
2019-07-06,"Triple Overhangs",5.10a,"linked this from vertical smile, led p1 of vs and chris led p2 of vs and I led p3 of triple",https://www.mountainproject.com/route/105741389/triple-overhangs,4,"Utah > Wasatch Range > Central Wasatch > Lone Peak Cirque > Summit Wall",3.8,-1,Lead,Onsight,"Trad, Alpine",,550,2600
2019-07-06,"Vertical Smile",5.10a,"linked this with triple overhangs, led p1 of vs and chris led p2 of vs and I led p3 of triple",https://www.mountainproject.com/route/105741782/vertical-smile,2,"Utah > Wasatch Range > Central Wasatch > Lone Peak Cirque > Summit Wall",3.8,-1,Lead,Onsight,"Trad, Alpine",,,2600
2019-07-04,"House Party",5.8,,https://www.mountainproject.com/route/105993296/house-party,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Ambush Wall Lower",2.1,-1,Lead,Onsight,Sport,,70,2100
2019-07-04,"Bong A Long",5.9-,,https://www.mountainproject.com/route/105993307/bong-a-long,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Ambush Wall Lower",2.6,-1,Lead,Onsight,Sport,,70,2300
2019-07-03,Sasquatch,5.9+,,https://www.mountainproject.com/route/105739898/sasquatch,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Pentapitch Area",3.8,-1,Lead,Onsight,Trad,,,2500
2019-07-03,Pentapitch,5.8,"did the sasquatch variation",https://www.mountainproject.com/route/105739895/pentapitch,3,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Pentapitch Area",3.5,-1,Lead,Onsight,Trad,,,2100
2019-06-24,Blooddrive,5.9+,"so fun! that crux move is wild, I lay backed it",https://www.mountainproject.com/route/113480694/blooddrive,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Gate Buttress > East Gate Buttress",1.8,-1,Lead,Onsight,Trad,,,2500
2019-06-24,Bloodline,"5.12c PG13","hang dogged my way up this thing with Chris and Austen",https://www.mountainproject.com/route/106058701/bloodline,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Gate Buttress > East Gate Buttress",3.4,-1,TR,,Trad,,85,7200
2019-06-23,"Six Appeal",5.6,,https://www.mountainproject.com/route/105739889/six-appeal,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Storm Mountain Picnic Area > Storm Mountain Island",2.0,-1,Lead,Onsight,Sport,,80,1600
2019-06-22,"Schoolroom West",5.7,"Amy led p1 but stopped before the awkward move, swung to the p1 anchor then bailed",https://www.mountainproject.com/route/105740033/schoolroom-west,2,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Gate Buttress > Schoolroom Area",2.6,-1,,,Trad,,300,1800
2019-06-22,"Bushwhack Crack",5.8,,https://www.mountainproject.com/route/105740045/bushwhack-crack,2,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Gate Buttress > Schoolroom Area",3.1,-1,Lead,Onsight,Trad,,250,2100
2019-06-21,"Crescent Moon",5.12a,"fell at the second to last bolt. would better to just move above the last bolt to the jug to clip",https://www.mountainproject.com/route/106058603/crescent-moon,1,"Utah > Central Utah > Maple Canyon > Left Fork > The Pipeline",2.3,-1,Lead,Fell/Hung,Sport,,40,6600
2019-06-21,"The Angry Inch",5.11b,,https://www.mountainproject.com/route/106028095/the-angry-inch,1,"Utah > Central Utah > Maple Canyon > Left Fork > The Pipeline",3.3,-1,Lead,Onsight,Sport,,40,4900
2019-06-21,Kingpin,5.10a,,https://www.mountainproject.com/route/105855762/kingpin,1,"Utah > Central Utah > Maple Canyon > Left Fork > Pictograph Wall",2.9,-1,Lead,Onsight,Sport,,80,2600
2019-06-21,"The Scarecrow",5.10a,,https://www.mountainproject.com/route/107302921/the-scarecrow,1,"Utah > Central Utah > Maple Canyon > Left Fork > Orangutan Wall",2.4,-1,Lead,Onsight,Sport,,80,2600
2019-06-21,"Turbo Fly",5.8,,https://www.mountainproject.com/route/106757333/turbo-fly,1,"Utah > Central Utah > Maple Canyon > Left Fork > Orangutan Wall",2.7,-1,Lead,Onsight,Sport,,70,2100
2019-06-19,"Steorts' Ridge",5.6,"Amy led p1 I led p2 and p3 ",https://www.mountainproject.com/route/105740006/steorts-ridge,3,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > The Dead Snag",3.4,-1,Lead,Onsight,Trad,,250,1600
2019-06-18,"Gordon's Hangover",5.9+,,https://www.mountainproject.com/route/105740096/gordons-hangover,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Green Adjective Gully",3.7,-1,Lead,Onsight,Trad,,150,2500
2019-06-04,Osprey,5.10,,https://www.mountainproject.com/route/109610425/osprey,1,"Oregon > Mt. Hood National Forest > Klinger Spring > (3) The Aviary",3.0,-1,Lead,Onsight,Sport,,90,3000
2019-06-04,"Felsschlüpfer (Rock Wren)",5.10d,,https://www.mountainproject.com/route/111965873/felsschlupfer-rock-wren,1,"Oregon > Mt. Hood National Forest > Klinger Spring > (3) The Aviary",2.4,-1,Lead,Onsight,Sport,,70,3500
2019-06-02,"On The Road",5.11a,"damn, this thing kicked muh butt. that crux is hard yea but like...it doesnt end Haha. I did really like it tho and the pro is great, thin at the beginning yea but plentiful",https://www.mountainproject.com/route/105810605/on-the-road,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (2) Wildfire Wall",3.9,-1,Lead,Fell/Hung,Trad,,80,4600
2019-06-02,Cornercopia,5.10b,"that top section is hard!",https://www.mountainproject.com/route/105820960/cornercopia,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (2) Wildfire Wall",3.1,-1,Lead,Onsight,Trad,,,2900
